date,code
2010-08-09,600560
2010-08-09,600578
2010-08-09,600584
2010-08-09,600592
2010-08-09,600613
2010-08-09,600641
2010-08-09,600663
2010-08-09,600685
2010-08-09,600747
2010-08-09,600794
2010-08-09,600812
2010-08-09,600829
2010-08-09,600830
2010-08-09,600858
2010-08-09,600880
2010-08-09,601857
2010-08-09,601919
2010-08-09,16
2010-08-09,401
2010-08-09,488
2010-08-09,522
2010-08-09,528
2010-08-09,531
2010-08-09,537
2010-08-09,563
2010-08-09,761
2010-08-09,881
2010-08-09,887
2010-08-09,949
2010-08-09,962
2010-08-09,997
2010-08-09,2017
2010-08-09,2041
2010-08-09,2092
2010-08-09,2135
2010-08-09,2137
2010-08-09,2168
2010-08-09,2186
2010-08-09,2195
2010-08-10,600037
2010-08-10,600058
2010-08-10,600096
2010-08-10,600120
2010-08-10,600153
2010-08-10,600160
2010-08-10,600185
2010-08-10,600216
2010-08-10,600261
2010-08-10,600273
2010-08-10,600300
2010-08-10,600311
2010-08-10,600356
2010-08-10,600387
2010-08-10,600560
2010-08-10,600578
2010-08-10,600584
2010-08-10,600592
2010-08-10,600613
2010-08-10,600641
2010-08-10,600663
2010-08-10,600685
2010-08-10,600747
2010-08-10,600794
2010-08-10,600812
2010-08-10,600829
2010-08-10,600830
2010-08-10,600858
2010-08-10,600880
2010-08-10,601857
2010-08-10,601919
2010-08-10,16
2010-08-10,401
2010-08-10,488
2010-08-10,522
2010-08-10,528
2010-08-10,531
2010-08-10,537
2010-08-10,563
2010-08-10,761
2010-08-10,881
2010-08-10,887
2010-08-10,949
2010-08-10,962
2010-08-10,997
2010-08-10,2017
2010-08-10,2041
2010-08-10,2092
2010-08-10,2135
2010-08-10,2137
2010-08-10,2168
2010-08-10,2186
2010-08-10,2195
2010-08-11,600037
2010-08-11,600058
2010-08-11,600096
2010-08-11,600120
2010-08-11,600153
2010-08-11,600160
2010-08-11,600185
2010-08-11,600216
2010-08-11,600261
2010-08-11,600273
2010-08-11,600300
2010-08-11,600311
2010-08-11,600356
2010-08-11,600387
2010-08-11,600560
2010-08-11,600578
2010-08-11,600584
2010-08-11,600592
2010-08-11,600613
2010-08-11,600641
2010-08-11,600663
2010-08-11,600685
2010-08-11,600747
2010-08-11,600794
2010-08-11,600812
2010-08-11,600829
2010-08-11,600830
2010-08-11,600858
2010-08-11,600880
2010-08-11,601857
2010-08-11,601919
2010-08-11,16
2010-08-11,401
2010-08-11,488
2010-08-11,522
2010-08-11,528
2010-08-11,531
2010-08-11,537
2010-08-11,563
2010-08-11,761
2010-08-11,881
2010-08-11,887
2010-08-11,949
2010-08-11,962
2010-08-11,997
2010-08-11,2017
2010-08-11,2041
2010-08-11,2092
2010-08-11,2135
2010-08-11,2137
2010-08-11,2168
2010-08-11,2186
2010-08-11,2195
2010-08-12,600037
2010-08-12,600058
2010-08-12,600096
2010-08-12,600120
2010-08-12,600153
2010-08-12,600160
2010-08-12,600185
2010-08-12,600216
2010-08-12,600261
2010-08-12,600273
2010-08-12,600300
2010-08-12,600311
2010-08-12,600356
2010-08-12,600387
2010-08-12,600560
2010-08-12,600578
2010-08-12,600584
2010-08-12,600592
2010-08-12,600613
2010-08-12,600641
2010-08-12,600663
2010-08-12,600685
2010-08-12,600747
2010-08-12,600794
2010-08-12,600812
2010-08-12,600829
2010-08-12,600830
2010-08-12,600858
2010-08-12,600880
2010-08-12,601857
2010-08-12,601919
2010-08-12,16
2010-08-12,401
2010-08-12,488
2010-08-12,522
2010-08-12,528
2010-08-12,531
2010-08-12,537
2010-08-12,563
2010-08-12,761
2010-08-12,881
2010-08-12,887
2010-08-12,949
2010-08-12,962
2010-08-12,997
2010-08-12,2017
2010-08-12,2041
2010-08-12,2092
2010-08-12,2135
2010-08-12,2137
2010-08-12,2168
2010-08-12,2186
2010-08-12,2195
2010-08-13,600037
2010-08-13,600153
2010-08-13,600160
2010-08-13,600185
2010-08-13,600195
2010-08-13,600196
2010-08-13,600273
2010-08-13,600300
2010-08-13,600322
2010-08-13,600356
2010-08-13,600387
2010-08-13,600410
2010-08-13,600459
2010-08-13,600500
2010-08-13,600540
2010-08-13,600563
2010-08-13,600578
2010-08-13,600584
2010-08-13,600590
2010-08-13,600613
2010-08-13,600647
2010-08-13,600747
2010-08-13,600761
2010-08-13,600770
2010-08-13,600794
2010-08-13,600824
2010-08-13,600829
2010-08-13,600830
2010-08-13,600839
2010-08-13,600866
2010-08-13,401
2010-08-13,421
2010-08-13,488
2010-08-13,537
2010-08-13,563
2010-08-13,571
2010-08-13,655
2010-08-13,680
2010-08-13,698
2010-08-13,718
2010-08-13,735
2010-08-13,761
2010-08-13,767
2010-08-13,786
2010-08-13,829
2010-08-13,830
2010-08-13,997
2010-08-13,2009
2010-08-13,2092
2010-08-13,2126
2010-08-13,2137
2010-08-13,2168
2010-08-13,2186
2010-08-16,600037
2010-08-16,600153
2010-08-16,600160
2010-08-16,600185
2010-08-16,600195
2010-08-16,600196
2010-08-16,600273
2010-08-16,600300
2010-08-16,600322
2010-08-16,600356
2010-08-16,600387
2010-08-16,600410
2010-08-16,600459
2010-08-16,600500
2010-08-16,600540
2010-08-16,600563
2010-08-16,600578
2010-08-16,600584
2010-08-16,600590
2010-08-16,600613
2010-08-16,600647
2010-08-16,600747
2010-08-16,600761
2010-08-16,600770
2010-08-16,600794
2010-08-16,600824
2010-08-16,600829
2010-08-16,600830
2010-08-16,600839
2010-08-16,600866
2010-08-16,401
2010-08-16,421
2010-08-16,488
2010-08-16,537
2010-08-16,563
2010-08-16,571
2010-08-16,655
2010-08-16,680
2010-08-16,698
2010-08-16,718
2010-08-16,735
2010-08-16,761
2010-08-16,767
2010-08-16,786
2010-08-16,829
2010-08-16,830
2010-08-16,997
2010-08-16,2009
2010-08-16,2092
2010-08-16,2126
2010-08-16,2137
2010-08-16,2168
2010-08-16,2186
2010-08-17,600037
2010-08-17,600153
2010-08-17,600160
2010-08-17,600185
2010-08-17,600195
2010-08-17,600196
2010-08-17,600273
2010-08-17,600300
2010-08-17,600322
2010-08-17,600356
2010-08-17,600387
2010-08-17,600410
2010-08-17,600459
2010-08-17,600500
2010-08-17,600540
2010-08-17,600563
2010-08-17,600578
2010-08-17,600584
2010-08-17,600590
2010-08-17,600613
2010-08-17,600647
2010-08-17,600747
2010-08-17,600761
2010-08-17,600770
2010-08-17,600794
2010-08-17,600824
2010-08-17,600829
2010-08-17,600830
2010-08-17,600839
2010-08-17,600866
2010-08-17,401
2010-08-17,421
2010-08-17,488
2010-08-17,537
2010-08-17,563
2010-08-17,571
2010-08-17,655
2010-08-17,680
2010-08-17,698
2010-08-17,718
2010-08-17,735
2010-08-17,761
2010-08-17,767
2010-08-17,786
2010-08-17,829
2010-08-17,830
2010-08-17,997
2010-08-17,2009
2010-08-17,2092
2010-08-17,2126
2010-08-17,2137
2010-08-17,2168
2010-08-17,2186
2010-08-18,600037
2010-08-18,600153
2010-08-18,600160
2010-08-18,600185
2010-08-18,600195
2010-08-18,600196
2010-08-18,600273
2010-08-18,600300
2010-08-18,600322
2010-08-18,600356
2010-08-18,600387
2010-08-18,600410
2010-08-18,600459
2010-08-18,600500
2010-08-18,600540
2010-08-18,600563
2010-08-18,600578
2010-08-18,600584
2010-08-18,600590
2010-08-18,600613
2010-08-18,600647
2010-08-18,600747
2010-08-18,600761
2010-08-18,600770
2010-08-18,600794
2010-08-18,600824
2010-08-18,600829
2010-08-18,600830
2010-08-18,600839
2010-08-18,600866
2010-08-18,401
2010-08-18,421
2010-08-18,488
2010-08-18,537
2010-08-18,563
2010-08-18,571
2010-08-18,655
2010-08-18,680
2010-08-18,698
2010-08-18,718
2010-08-18,735
2010-08-18,761
2010-08-18,767
2010-08-18,786
2010-08-18,829
2010-08-18,830
2010-08-18,997
2010-08-18,2009
2010-08-18,2092
2010-08-18,2126
2010-08-18,2137
2010-08-18,2168
2010-08-18,2186
2010-08-19,600037
2010-08-19,600153
2010-08-19,600160
2010-08-19,600185
2010-08-19,600195
2010-08-19,600196
2010-08-19,600273
2010-08-19,600300
2010-08-19,600322
2010-08-19,600356
2010-08-19,600387
2010-08-19,600410
2010-08-19,600459
2010-08-19,600500
2010-08-19,600540
2010-08-19,600563
2010-08-19,600578
2010-08-19,600584
2010-08-19,600590
2010-08-19,600613
2010-08-19,600647
2010-08-19,600747
2010-08-19,600761
2010-08-19,600770
2010-08-19,600794
2010-08-19,600824
2010-08-19,600829
2010-08-19,600830
2010-08-19,600839
2010-08-19,600866
2010-08-19,401
2010-08-19,421
2010-08-19,488
2010-08-19,537
2010-08-19,563
2010-08-19,571
2010-08-19,655
2010-08-19,680
2010-08-19,698
2010-08-19,718
2010-08-19,735
2010-08-19,761
2010-08-19,767
2010-08-19,786
2010-08-19,829
2010-08-19,830
2010-08-19,997
2010-08-19,2009
2010-08-19,2092
2010-08-19,2126
2010-08-19,2137
2010-08-19,2168
2010-08-19,2186
2010-08-20,600037
2010-08-20,600067
2010-08-20,600153
2010-08-20,600160
2010-08-20,600185
2010-08-20,600190
2010-08-20,600196
2010-08-20,600256
2010-08-20,600273
2010-08-20,600300
2010-08-20,600311
2010-08-20,600356
2010-08-20,600390
2010-08-20,600485
2010-08-20,600499
2010-08-20,600540
2010-08-20,600563
2010-08-20,600570
2010-08-20,600578
2010-08-20,600602
2010-08-20,600613
2010-08-20,600618
2010-08-20,600688
2010-08-20,600747
2010-08-20,600761
2010-08-20,600805
2010-08-20,600819
2010-08-20,600824
2010-08-20,600829
2010-08-20,600830
2010-08-20,600866
2010-08-20,601872
2010-08-20,488
2010-08-20,513
2010-08-20,528
2010-08-20,563
2010-08-20,631
2010-08-20,655
2010-08-20,679
2010-08-20,680
2010-08-20,718
2010-08-20,761
2010-08-20,786
2010-08-20,793
2010-08-20,830
2010-08-20,889
2010-08-20,951
2010-08-20,993
2010-08-20,996
2010-08-20,2011
2010-08-20,2045
2010-08-20,2126
2010-08-20,2186
2010-08-20,2281
2010-08-23,600037
2010-08-23,600067
2010-08-23,600153
2010-08-23,600160
2010-08-23,600185
2010-08-23,600190
2010-08-23,600196
2010-08-23,600256
2010-08-23,600273
2010-08-23,600300
2010-08-23,600311
2010-08-23,600356
2010-08-23,600390
2010-08-23,600485
2010-08-23,600499
2010-08-23,600540
2010-08-23,600563
2010-08-23,600570
2010-08-23,600578
2010-08-23,600602
2010-08-23,600613
2010-08-23,600618
2010-08-23,600688
2010-08-23,600747
2010-08-23,600761
2010-08-23,600805
2010-08-23,600819
2010-08-23,600824
2010-08-23,600829
2010-08-23,600830
2010-08-23,600866
2010-08-23,601872
2010-08-23,488
2010-08-23,513
2010-08-23,528
2010-08-23,563
2010-08-23,631
2010-08-23,655
2010-08-23,679
2010-08-23,680
2010-08-23,718
2010-08-23,761
2010-08-23,786
2010-08-23,793
2010-08-23,830
2010-08-23,889
2010-08-23,951
2010-08-23,993
2010-08-23,996
2010-08-23,2011
2010-08-23,2045
2010-08-23,2126
2010-08-23,2186
2010-08-23,2281
2010-08-24,600037
2010-08-24,600067
2010-08-24,600153
2010-08-24,600160
2010-08-24,600185
2010-08-24,600190
2010-08-24,600196
2010-08-24,600256
2010-08-24,600273
2010-08-24,600300
2010-08-24,600311
2010-08-24,600356
2010-08-24,600390
2010-08-24,600485
2010-08-24,600499
2010-08-24,600540
2010-08-24,600563
2010-08-24,600570
2010-08-24,600578
2010-08-24,600602
2010-08-24,600613
2010-08-24,600618
2010-08-24,600688
2010-08-24,600747
2010-08-24,600761
2010-08-24,600805
2010-08-24,600819
2010-08-24,600824
2010-08-24,600829
2010-08-24,600830
2010-08-24,600866
2010-08-24,601872
2010-08-24,488
2010-08-24,513
2010-08-24,528
2010-08-24,563
2010-08-24,631
2010-08-24,655
2010-08-24,679
2010-08-24,680
2010-08-24,718
2010-08-24,761
2010-08-24,786
2010-08-24,793
2010-08-24,830
2010-08-24,889
2010-08-24,951
2010-08-24,993
2010-08-24,996
2010-08-24,2011
2010-08-24,2045
2010-08-24,2126
2010-08-24,2186
2010-08-24,2281
2010-08-25,600037
2010-08-25,600067
2010-08-25,600153
2010-08-25,600160
2010-08-25,600185
2010-08-25,600190
2010-08-25,600196
2010-08-25,600256
2010-08-25,600273
2010-08-25,600300
2010-08-25,600311
2010-08-25,600356
2010-08-25,600390
2010-08-25,600485
2010-08-25,600499
2010-08-25,600540
2010-08-25,600563
2010-08-25,600570
2010-08-25,600578
2010-08-25,600602
2010-08-25,600613
2010-08-25,600618
2010-08-25,600688
2010-08-25,600747
2010-08-25,600761
2010-08-25,600805
2010-08-25,600819
2010-08-25,600824
2010-08-25,600829
2010-08-25,600830
2010-08-25,600866
2010-08-25,601872
2010-08-25,488
2010-08-25,513
2010-08-25,528
2010-08-25,563
2010-08-25,631
2010-08-25,655
2010-08-25,679
2010-08-25,680
2010-08-25,718
2010-08-25,761
2010-08-25,786
2010-08-25,793
2010-08-25,830
2010-08-25,889
2010-08-25,951
2010-08-25,993
2010-08-25,996
2010-08-25,2011
2010-08-25,2045
2010-08-25,2126
2010-08-25,2186
2010-08-25,2281
2010-08-26,600037
2010-08-26,600067
2010-08-26,600153
2010-08-26,600160
2010-08-26,600185
2010-08-26,600190
2010-08-26,600196
2010-08-26,600256
2010-08-26,600273
2010-08-26,600300
2010-08-26,600311
2010-08-26,600356
2010-08-26,600390
2010-08-26,600485
2010-08-26,600499
2010-08-26,600540
2010-08-26,600563
2010-08-26,600570
2010-08-26,600578
2010-08-26,600602
2010-08-26,600613
2010-08-26,600618
2010-08-26,600688
2010-08-26,600747
2010-08-26,600761
2010-08-26,600805
2010-08-26,600819
2010-08-26,600824
2010-08-26,600829
2010-08-26,600830
2010-08-26,600866
2010-08-26,601872
2010-08-26,488
2010-08-26,513
2010-08-26,528
2010-08-26,563
2010-08-26,631
2010-08-26,655
2010-08-26,679
2010-08-26,680
2010-08-26,718
2010-08-26,761
2010-08-26,786
2010-08-26,793
2010-08-26,830
2010-08-26,889
2010-08-26,951
2010-08-26,993
2010-08-26,996
2010-08-26,2011
2010-08-26,2045
2010-08-26,2126
2010-08-26,2186
2010-08-26,2281
2010-08-27,600021
2010-08-27,600060
2010-08-27,600067
2010-08-27,600079
2010-08-27,600153
2010-08-27,600163
2010-08-27,600238
2010-08-27,600281
2010-08-27,600311
2010-08-27,600366
2010-08-27,600498
2010-08-27,600500
2010-08-27,600560
2010-08-27,600570
2010-08-27,600590
2010-08-27,600618
2010-08-27,600652
2010-08-27,600747
2010-08-27,600797
2010-08-27,600829
2010-08-27,600830
2010-08-27,600859
2010-08-27,600896
2010-08-27,600966
2010-08-27,601872
2010-08-27,28
2010-08-27,58
2010-08-27,96
2010-08-27,513
2010-08-27,563
2010-08-27,572
2010-08-27,584
2010-08-27,631
2010-08-27,680
2010-08-27,718
2010-08-27,726
2010-08-27,735
2010-08-27,761
2010-08-27,786
2010-08-27,793
2010-08-27,830
2010-08-27,877
2010-08-27,918
2010-08-27,951
2010-08-27,963
2010-08-27,983
2010-08-27,993
2010-08-27,996
2010-08-27,2024
2010-08-27,2137
2010-08-27,2138
2010-08-27,2147
2010-08-27,2186
2010-08-27,2218
2010-08-30,600021
2010-08-30,600060
2010-08-30,600067
2010-08-30,600079
2010-08-30,600153
2010-08-30,600163
2010-08-30,600238
2010-08-30,600281
2010-08-30,600311
2010-08-30,600366
2010-08-30,600498
2010-08-30,600500
2010-08-30,600560
2010-08-30,600570
2010-08-30,600590
2010-08-30,600618
2010-08-30,600652
2010-08-30,600747
2010-08-30,600797
2010-08-30,600829
2010-08-30,600830
2010-08-30,600859
2010-08-30,600896
2010-08-30,600966
2010-08-30,601872
2010-08-30,28
2010-08-30,58
2010-08-30,96
2010-08-30,513
2010-08-30,563
2010-08-30,572
2010-08-30,584
2010-08-30,631
2010-08-30,680
2010-08-30,718
2010-08-30,726
2010-08-30,735
2010-08-30,761
2010-08-30,786
2010-08-30,793
2010-08-30,830
2010-08-30,877
2010-08-30,918
2010-08-30,951
2010-08-30,963
2010-08-30,983
2010-08-30,993
2010-08-30,996
2010-08-30,2024
2010-08-30,2137
2010-08-30,2138
2010-08-30,2147
2010-08-30,2186
2010-08-30,2218
2010-08-31,600021
2010-08-31,600060
2010-08-31,600067
2010-08-31,600079
2010-08-31,600153
2010-08-31,600163
2010-08-31,600238
2010-08-31,600281
2010-08-31,600311
2010-08-31,600366
2010-08-31,600498
2010-08-31,600500
2010-08-31,600560
2010-08-31,600570
2010-08-31,600590
2010-08-31,600618
2010-08-31,600652
2010-08-31,600747
2010-08-31,600797
2010-08-31,600829
2010-08-31,600830
2010-08-31,600859
2010-08-31,600896
2010-08-31,600966
2010-08-31,601872
2010-08-31,28
2010-08-31,58
2010-08-31,96
2010-08-31,513
2010-08-31,563
2010-08-31,572
2010-08-31,584
2010-08-31,631
2010-08-31,680
2010-08-31,718
2010-08-31,726
2010-08-31,735
2010-08-31,761
2010-08-31,786
2010-08-31,793
2010-08-31,830
2010-08-31,877
2010-08-31,918
2010-08-31,951
2010-08-31,963
2010-08-31,983
2010-08-31,993
2010-08-31,996
2010-08-31,2024
2010-08-31,2137
2010-08-31,2138
2010-08-31,2147
2010-08-31,2186
2010-08-31,2218
2010-09-01,600021
2010-09-01,600060
2010-09-01,600067
2010-09-01,600079
2010-09-01,600153
2010-09-01,600163
2010-09-01,600238
2010-09-01,600281
2010-09-01,600311
2010-09-01,600366
2010-09-01,600498
2010-09-01,600500
2010-09-01,600560
2010-09-01,600570
2010-09-01,600590
2010-09-01,600618
2010-09-01,600652
2010-09-01,600747
2010-09-01,600797
2010-09-01,600829
2010-09-01,600830
2010-09-01,600859
2010-09-01,600896
2010-09-01,600966
2010-09-01,601872
2010-09-01,28
2010-09-01,58
2010-09-01,96
2010-09-01,513
2010-09-01,563
2010-09-01,572
2010-09-01,584
2010-09-01,631
2010-09-01,680
2010-09-01,718
2010-09-01,726
2010-09-01,735
2010-09-01,761
2010-09-01,786
2010-09-01,793
2010-09-01,830
2010-09-01,877
2010-09-01,918
2010-09-01,951
2010-09-01,963
2010-09-01,983
2010-09-01,993
2010-09-01,996
2010-09-01,2024
2010-09-01,2137
2010-09-01,2138
2010-09-01,2147
2010-09-01,2186
2010-09-01,2218
2010-09-02,600021
2010-09-02,600060
2010-09-02,600067
2010-09-02,600079
2010-09-02,600153
2010-09-02,600163
2010-09-02,600238
2010-09-02,600281
2010-09-02,600311
2010-09-02,600366
2010-09-02,600498
2010-09-02,600500
2010-09-02,600560
2010-09-02,600570
2010-09-02,600590
2010-09-02,600618
2010-09-02,600652
2010-09-02,600747
2010-09-02,600797
2010-09-02,600829
2010-09-02,600830
2010-09-02,600859
2010-09-02,600896
2010-09-02,600966
2010-09-02,601872
2010-09-02,28
2010-09-02,58
2010-09-02,96
2010-09-02,513
2010-09-02,563
2010-09-02,572
2010-09-02,584
2010-09-02,631
2010-09-02,680
2010-09-02,718
2010-09-02,726
2010-09-02,735
2010-09-02,761
2010-09-02,786
2010-09-02,793
2010-09-02,830
2010-09-02,877
2010-09-02,918
2010-09-02,951
2010-09-02,963
2010-09-02,983
2010-09-02,993
2010-09-02,996
2010-09-02,2024
2010-09-02,2137
2010-09-02,2138
2010-09-02,2147
2010-09-02,2186
2010-09-02,2218
2010-09-03,600060
2010-09-03,600100
2010-09-03,600153
2010-09-03,600168
2010-09-03,600191
2010-09-03,600223
2010-09-03,600281
2010-09-03,600460
2010-09-03,600467
2010-09-03,600499
2010-09-03,600500
2010-09-03,600618
2010-09-03,600624
2010-09-03,600720
2010-09-03,600747
2010-09-03,600804
2010-09-03,600812
2010-09-03,600830
2010-09-03,600866
2010-09-03,600880
2010-09-03,600896
2010-09-03,601872
2010-09-03,58
2010-09-03,66
2010-09-03,96
2010-09-03,501
2010-09-03,531
2010-09-03,563
2010-09-03,679
2010-09-03,680
2010-09-03,735
2010-09-03,761
2010-09-03,782
2010-09-03,793
2010-09-03,877
2010-09-03,897
2010-09-03,918
2010-09-03,951
2010-09-03,960
2010-09-03,983
2010-09-03,996
2010-09-03,2001
2010-09-03,2009
2010-09-03,2029
2010-09-03,2071
2010-09-03,2084
2010-09-03,2092
2010-09-03,2099
2010-09-03,2126
2010-09-03,2137
2010-09-03,2138
2010-09-03,2159
2010-09-03,2202
2010-09-03,2223
2010-09-06,600060
2010-09-06,600100
2010-09-06,600153
2010-09-06,600168
2010-09-06,600191
2010-09-06,600223
2010-09-06,600281
2010-09-06,600460
2010-09-06,600467
2010-09-06,600499
2010-09-06,600500
2010-09-06,600618
2010-09-06,600624
2010-09-06,600720
2010-09-06,600747
2010-09-06,600804
2010-09-06,600812
2010-09-06,600830
2010-09-06,600866
2010-09-06,600880
2010-09-06,600896
2010-09-06,601872
2010-09-06,58
2010-09-06,66
2010-09-06,96
2010-09-06,501
2010-09-06,531
2010-09-06,563
2010-09-06,679
2010-09-06,680
2010-09-06,735
2010-09-06,761
2010-09-06,782
2010-09-06,793
2010-09-06,877
2010-09-06,897
2010-09-06,918
2010-09-06,951
2010-09-06,960
2010-09-06,983
2010-09-06,996
2010-09-06,2001
2010-09-06,2009
2010-09-06,2029
2010-09-06,2071
2010-09-06,2084
2010-09-06,2092
2010-09-06,2099
2010-09-06,2126
2010-09-06,2137
2010-09-06,2138
2010-09-06,2159
2010-09-06,2202
2010-09-06,2223
2010-09-07,600060
2010-09-07,600100
2010-09-07,600153
2010-09-07,600168
2010-09-07,600191
2010-09-07,600223
2010-09-07,600281
2010-09-07,600460
2010-09-07,600467
2010-09-07,600499
2010-09-07,600500
2010-09-07,600618
2010-09-07,600624
2010-09-07,600720
2010-09-07,600747
2010-09-07,600804
2010-09-07,600812
2010-09-07,600830
2010-09-07,600866
2010-09-07,600880
2010-09-07,600896
2010-09-07,601872
2010-09-07,58
2010-09-07,66
2010-09-07,96
2010-09-07,501
2010-09-07,531
2010-09-07,563
2010-09-07,679
2010-09-07,680
2010-09-07,735
2010-09-07,761
2010-09-07,782
2010-09-07,793
2010-09-07,877
2010-09-07,897
2010-09-07,918
2010-09-07,951
2010-09-07,960
2010-09-07,983
2010-09-07,996
2010-09-07,2001
2010-09-07,2009
2010-09-07,2029
2010-09-07,2071
2010-09-07,2084
2010-09-07,2092
2010-09-07,2099
2010-09-07,2126
2010-09-07,2137
2010-09-07,2138
2010-09-07,2159
2010-09-07,2202
2010-09-07,2223
2010-09-08,600060
2010-09-08,600100
2010-09-08,600153
2010-09-08,600168
2010-09-08,600191
2010-09-08,600223
2010-09-08,600281
2010-09-08,600460
2010-09-08,600467
2010-09-08,600499
2010-09-08,600500
2010-09-08,600618
2010-09-08,600624
2010-09-08,600720
2010-09-08,600747
2010-09-08,600804
2010-09-08,600812
2010-09-08,600830
2010-09-08,600866
2010-09-08,600880
2010-09-08,600896
2010-09-08,601872
2010-09-08,58
2010-09-08,66
2010-09-08,96
2010-09-08,501
2010-09-08,531
2010-09-08,563
2010-09-08,679
2010-09-08,680
2010-09-08,735
2010-09-08,761
2010-09-08,782
2010-09-08,793
2010-09-08,877
2010-09-08,897
2010-09-08,918
2010-09-08,951
2010-09-08,960
2010-09-08,983
2010-09-08,996
2010-09-08,2001
2010-09-08,2009
2010-09-08,2029
2010-09-08,2071
2010-09-08,2084
2010-09-08,2092
2010-09-08,2099
2010-09-08,2126
2010-09-08,2137
2010-09-08,2138
2010-09-08,2159
2010-09-08,2202
2010-09-08,2223
2010-09-09,600060
2010-09-09,600100
2010-09-09,600153
2010-09-09,600168
2010-09-09,600191
2010-09-09,600223
2010-09-09,600281
2010-09-09,600460
2010-09-09,600467
2010-09-09,600499
2010-09-09,600500
2010-09-09,600618
2010-09-09,600624
2010-09-09,600720
2010-09-09,600747
2010-09-09,600804
2010-09-09,600812
2010-09-09,600830
2010-09-09,600866
2010-09-09,600880
2010-09-09,600896
2010-09-09,601872
2010-09-09,58
2010-09-09,66
2010-09-09,96
2010-09-09,501
2010-09-09,531
2010-09-09,563
2010-09-09,679
2010-09-09,680
2010-09-09,735
2010-09-09,761
2010-09-09,782
2010-09-09,793
2010-09-09,877
2010-09-09,897
2010-09-09,918
2010-09-09,951
2010-09-09,960
2010-09-09,983
2010-09-09,996
2010-09-09,2001
2010-09-09,2009
2010-09-09,2029
2010-09-09,2071
2010-09-09,2084
2010-09-09,2092
2010-09-09,2099
2010-09-09,2126
2010-09-09,2137
2010-09-09,2138
2010-09-09,2159
2010-09-09,2202
2010-09-09,2223
2010-09-10,600100
2010-09-10,600190
2010-09-10,600195
2010-09-10,600232
2010-09-10,600281
2010-09-10,600300
2010-09-10,600325
2010-09-10,600425
2010-09-10,600500
2010-09-10,600505
2010-09-10,600528
2010-09-10,600601
2010-09-10,600703
2010-09-10,600704
2010-09-10,600747
2010-09-10,600829
2010-09-10,600830
2010-09-10,600835
2010-09-10,600858
2010-09-10,600866
2010-09-10,600880
2010-09-10,600896
2010-09-10,96
2010-09-10,531
2010-09-10,563
2010-09-10,655
2010-09-10,679
2010-09-10,680
2010-09-10,761
2010-09-10,782
2010-09-10,793
2010-09-10,822
2010-09-10,860
2010-09-10,915
2010-09-10,918
2010-09-10,930
2010-09-10,951
2010-09-10,962
2010-09-10,996
2010-09-10,2001
2010-09-10,2005
2010-09-10,2009
2010-09-10,2065
2010-09-10,2071
2010-09-10,2084
2010-09-10,2092
2010-09-10,2099
2010-09-10,2106
2010-09-10,2126
2010-09-10,2137
2010-09-10,2159
2010-09-10,2202
2010-09-10,2244
2010-09-13,600100
2010-09-13,600190
2010-09-13,600195
2010-09-13,600232
2010-09-13,600281
2010-09-13,600300
2010-09-13,600325
2010-09-13,600425
2010-09-13,600500
2010-09-13,600505
2010-09-13,600528
2010-09-13,600601
2010-09-13,600703
2010-09-13,600704
2010-09-13,600747
2010-09-13,600829
2010-09-13,600830
2010-09-13,600835
2010-09-13,600858
2010-09-13,600866
2010-09-13,600880
2010-09-13,600896
2010-09-13,96
2010-09-13,531
2010-09-13,563
2010-09-13,655
2010-09-13,679
2010-09-13,680
2010-09-13,761
2010-09-13,782
2010-09-13,793
2010-09-13,822
2010-09-13,860
2010-09-13,915
2010-09-13,918
2010-09-13,930
2010-09-13,951
2010-09-13,962
2010-09-13,996
2010-09-13,2001
2010-09-13,2005
2010-09-13,2009
2010-09-13,2065
2010-09-13,2071
2010-09-13,2084
2010-09-13,2092
2010-09-13,2099
2010-09-13,2106
2010-09-13,2126
2010-09-13,2137
2010-09-13,2159
2010-09-13,2202
2010-09-13,2244
2010-09-14,600100
2010-09-14,600190
2010-09-14,600195
2010-09-14,600232
2010-09-14,600281
2010-09-14,600300
2010-09-14,600325
2010-09-14,600425
2010-09-14,600500
2010-09-14,600505
2010-09-14,600528
2010-09-14,600601
2010-09-14,600703
2010-09-14,600704
2010-09-14,600747
2010-09-14,600829
2010-09-14,600830
2010-09-14,600835
2010-09-14,600858
2010-09-14,600866
2010-09-14,600880
2010-09-14,600896
2010-09-14,96
2010-09-14,531
2010-09-14,563
2010-09-14,655
2010-09-14,679
2010-09-14,680
2010-09-14,761
2010-09-14,782
2010-09-14,793
2010-09-14,822
2010-09-14,860
2010-09-14,915
2010-09-14,918
2010-09-14,930
2010-09-14,951
2010-09-14,962
2010-09-14,996
2010-09-14,2001
2010-09-14,2005
2010-09-14,2009
2010-09-14,2065
2010-09-14,2071
2010-09-14,2084
2010-09-14,2092
2010-09-14,2099
2010-09-14,2106
2010-09-14,2126
2010-09-14,2137
2010-09-14,2159
2010-09-14,2202
2010-09-14,2244
2010-09-15,600100
2010-09-15,600190
2010-09-15,600195
2010-09-15,600232
2010-09-15,600281
2010-09-15,600300
2010-09-15,600325
2010-09-15,600425
2010-09-15,600500
2010-09-15,600505
2010-09-15,600528
2010-09-15,600601
2010-09-15,600703
2010-09-15,600704
2010-09-15,600747
2010-09-15,600829
